userId,movieId,rating,timestamp
611,291,3,1726901951
611,826,2,1726901955
611,7928,2,1726901957
611,417,4,1726901961
611,559,2,1726901965
611,92,2,1726901969
611,968,4,1726901973
611,89,1,1726901976
611,13,3,1726901978
611,525,2,1726901980
